2023-06-05 09:26:35.609 [main] WARN  [com.alibaba.nacos.client.logging.NacosLogging] - Load Logback Configuration of Nacos fail, message: org/slf4j/impl/StaticLoggerBinder
2023-06-05 09:26:36.481 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get from server error, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, msg=ErrCode:500, ErrMsg:[NACOS HTTP-GET] The maximum number of tolerable server reconnection errors has been reached
2023-06-05 09:26:36.481 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get snapshot ok, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, config=
2023-06-05 09:26:36.482 [main] WARN  [c.a.cloud.nacos.client.NacosPropertySourceBuilder] - Ignore the empty nacos configuration and get it based on dataId[auth.yml] & group[DEFAULT_GROUP]
2023-06-05 09:26:37.088 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get from server error, dataId=auth, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, msg=ErrCode:500, ErrMsg:[NACOS HTTP-GET] The maximum number of tolerable server reconnection errors has been reached
2023-06-05 09:26:37.088 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get snapshot ok, dataId=auth, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, config=
2023-06-05 09:26:37.269 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get from server error, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, msg=ErrCode:500, ErrMsg:[NACOS HTTP-GET] The maximum number of tolerable server reconnection errors has been reached
2023-06-05 09:26:37.269 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get snapshot ok, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, config=
2023-06-05 09:26:37.270 [main] WARN  [c.a.cloud.nacos.client.NacosPropertySourceBuilder] - Ignore the empty nacos configuration and get it based on dataId[auth.yml] & group[DEFAULT_GROUP]
2023-06-05 09:26:37.951 [Thread-1] WARN  [c.alibaba.nacos.common.http.HttpClientBeanHolder] - [HttpClientBeanHolder] Start destroying common HttpClient
2023-06-05 09:26:37.952 [Thread-1] WARN  [c.alibaba.nacos.common.http.HttpClientBeanHolder] - [HttpClientBeanHolder] Destruction of the end
2023-06-05 10:05:41.824 [main] WARN  [com.alibaba.nacos.client.logging.NacosLogging] - Load Logback Configuration of Nacos fail, message: org/slf4j/impl/StaticLoggerBinder
2023-06-05 10:05:43.001 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get from server error, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, msg=ErrCode:500, ErrMsg:[NACOS HTTP-GET] The maximum number of tolerable server reconnection errors has been reached
2023-06-05 10:05:43.002 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get snapshot ok, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, config=
2023-06-05 10:05:43.003 [main] WARN  [c.a.cloud.nacos.client.NacosPropertySourceBuilder] - Ignore the empty nacos configuration and get it based on dataId[auth.yml] & group[DEFAULT_GROUP]
2023-06-05 10:05:43.612 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get from server error, dataId=auth, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, msg=ErrCode:500, ErrMsg:[NACOS HTTP-GET] The maximum number of tolerable server reconnection errors has been reached
2023-06-05 10:05:43.613 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get snapshot ok, dataId=auth, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, config=
2023-06-05 10:05:43.789 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get from server error, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, msg=ErrCode:500, ErrMsg:[NACOS HTTP-GET] The maximum number of tolerable server reconnection errors has been reached
2023-06-05 10:05:43.789 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get snapshot ok, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, config=
2023-06-05 10:05:43.790 [main] WARN  [c.a.cloud.nacos.client.NacosPropertySourceBuilder] - Ignore the empty nacos configuration and get it based on dataId[auth.yml] & group[DEFAULT_GROUP]
2023-06-05 10:05:44.548 [Thread-1] WARN  [c.alibaba.nacos.common.http.HttpClientBeanHolder] - [HttpClientBeanHolder] Start destroying common HttpClient
2023-06-05 10:06:57.954 [main] WARN  [com.alibaba.nacos.client.logging.NacosLogging] - Load Logback Configuration of Nacos fail, message: org/slf4j/impl/StaticLoggerBinder
2023-06-05 10:06:58.848 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get from server error, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, msg=ErrCode:500, ErrMsg:[NACOS HTTP-GET] The maximum number of tolerable server reconnection errors has been reached
2023-06-05 10:06:58.849 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get snapshot ok, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, config=
2023-06-05 10:06:58.852 [main] WARN  [c.a.cloud.nacos.client.NacosPropertySourceBuilder] - Ignore the empty nacos configuration and get it based on dataId[auth.yml] & group[DEFAULT_GROUP]
2023-06-05 10:06:59.456 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get from server error, dataId=auth, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, msg=ErrCode:500, ErrMsg:[NACOS HTTP-GET] The maximum number of tolerable server reconnection errors has been reached
2023-06-05 10:06:59.457 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get snapshot ok, dataId=auth, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, config=
2023-06-05 10:06:59.636 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get from server error, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, msg=ErrCode:500, ErrMsg:[NACOS HTTP-GET] The maximum number of tolerable server reconnection errors has been reached
2023-06-05 10:06:59.638 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get snapshot ok, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, config=
2023-06-05 10:06:59.639 [main] WARN  [c.a.cloud.nacos.client.NacosPropertySourceBuilder] - Ignore the empty nacos configuration and get it based on dataId[auth.yml] & group[DEFAULT_GROUP]
2023-06-05 10:09:58.393 [http-nio-8001-exec-1] WARN  [com.alibaba.druid.pool.DruidAbstractDataSource] - discard long time none received connection. , jdbcUrl : jdbc:mysql://localhost:3306/authn?useUnicode=true&characterEncoding=UTF8, version : 1.2.8, lastPacketReceivedIdleMillis : 175031
2023-06-05 10:20:23.889 [Thread-1] WARN  [c.alibaba.nacos.common.http.HttpClientBeanHolder] - [HttpClientBeanHolder] Start destroying common HttpClient
2023-06-05 10:20:23.892 [Thread-1] WARN  [c.alibaba.nacos.common.http.HttpClientBeanHolder] - [HttpClientBeanHolder] Destruction of the end
2023-06-05 10:39:31.693 [main] WARN  [com.alibaba.nacos.client.logging.NacosLogging] - Load Logback Configuration of Nacos fail, message: org/slf4j/impl/StaticLoggerBinder
2023-06-05 10:39:32.624 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get from server error, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, msg=ErrCode:500, ErrMsg:[NACOS HTTP-GET] The maximum number of tolerable server reconnection errors has been reached
2023-06-05 10:39:32.625 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get snapshot ok, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, config=
2023-06-05 10:39:32.626 [main] WARN  [c.a.cloud.nacos.client.NacosPropertySourceBuilder] - Ignore the empty nacos configuration and get it based on dataId[auth.yml] & group[DEFAULT_GROUP]
2023-06-05 10:39:33.235 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get from server error, dataId=auth, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, msg=ErrCode:500, ErrMsg:[NACOS HTTP-GET] The maximum number of tolerable server reconnection errors has been reached
2023-06-05 10:39:33.237 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get snapshot ok, dataId=auth, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, config=
2023-06-05 10:39:33.417 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get from server error, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, msg=ErrCode:500, ErrMsg:[NACOS HTTP-GET] The maximum number of tolerable server reconnection errors has been reached
2023-06-05 10:39:33.418 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get snapshot ok, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, config=
2023-06-05 10:39:33.418 [main] WARN  [c.a.cloud.nacos.client.NacosPropertySourceBuilder] - Ignore the empty nacos configuration and get it based on dataId[auth.yml] & group[DEFAULT_GROUP]
2023-06-05 10:48:49.945 [http-nio-8001-exec-3] WARN  [com.alibaba.druid.pool.DruidAbstractDataSource] - discard long time none received connection. , jdbcUrl : jdbc:mysql://localhost:3306/authn?useUnicode=true&characterEncoding=UTF8, version : 1.2.8, lastPacketReceivedIdleMillis : 497397
2023-06-05 10:51:10.392 [http-nio-8001-exec-4] WARN  [com.alibaba.druid.pool.DruidAbstractDataSource] - discard long time none received connection. , jdbcUrl : jdbc:mysql://localhost:3306/authn?useUnicode=true&characterEncoding=UTF8, version : 1.2.8, lastPacketReceivedIdleMillis : 140410
2023-06-05 10:53:05.839 [Thread-1] WARN  [c.alibaba.nacos.common.http.HttpClientBeanHolder] - [HttpClientBeanHolder] Start destroying common HttpClient
2023-06-05 10:53:05.843 [Thread-1] WARN  [c.alibaba.nacos.common.http.HttpClientBeanHolder] - [HttpClientBeanHolder] Destruction of the end
2023-06-05 10:55:30.586 [main] WARN  [com.alibaba.nacos.client.logging.NacosLogging] - Load Logback Configuration of Nacos fail, message: org/slf4j/impl/StaticLoggerBinder
2023-06-05 10:55:31.454 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get from server error, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, msg=ErrCode:500, ErrMsg:[NACOS HTTP-GET] The maximum number of tolerable server reconnection errors has been reached
2023-06-05 10:55:31.455 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get snapshot ok, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, config=
2023-06-05 10:55:31.456 [main] WARN  [c.a.cloud.nacos.client.NacosPropertySourceBuilder] - Ignore the empty nacos configuration and get it based on dataId[auth.yml] & group[DEFAULT_GROUP]
2023-06-05 10:55:32.066 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get from server error, dataId=auth, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, msg=ErrCode:500, ErrMsg:[NACOS HTTP-GET] The maximum number of tolerable server reconnection errors has been reached
2023-06-05 10:55:32.067 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get snapshot ok, dataId=auth, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, config=
2023-06-05 10:55:32.243 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get from server error, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, msg=ErrCode:500, ErrMsg:[NACOS HTTP-GET] The maximum number of tolerable server reconnection errors has been reached
2023-06-05 10:55:32.244 [main] WARN  [c.alibaba.nacos.client.config.NacosConfigService] - [fixed-localhost_8848-673a59f6-c302-4714-9d91-538c78b9b2a1] [get-config] get snapshot ok, dataId=auth.yml, group=DEFAULT_GROUP, tenant=673a59f6-c302-4714-9d91-538c78b9b2a1, config=
2023-06-05 10:55:32.245 [main] WARN  [c.a.cloud.nacos.client.NacosPropertySourceBuilder] - Ignore the empty nacos configuration and get it based on dataId[auth.yml] & group[DEFAULT_GROUP]
2023-06-05 11:00:49.336 [http-nio-8001-exec-1] WARN  [com.alibaba.druid.pool.DruidAbstractDataSource] - discard long time none received connection. , jdbcUrl : jdbc:mysql://localhost:3306/authn?useUnicode=true&characterEncoding=UTF8, version : 1.2.8, lastPacketReceivedIdleMillis : 313984
2023-06-05 11:14:37.521 [Thread-1] WARN  [c.alibaba.nacos.common.http.HttpClientBeanHolder] - [HttpClientBeanHolder] Start destroying common HttpClient
2023-06-05 11:14:37.523 [Thread-1] WARN  [c.alibaba.nacos.common.http.HttpClientBeanHolder] - [HttpClientBeanHolder] Destruction of the end
2023-06-05 11:14:47.060 [main] WARN  [com.alibaba.nacos.client.logging.NacosLogging] - Load Logback Configuration of Nacos fail, message: org/slf4j/impl/StaticLoggerBinder
